5	y
5	Y
5	N
4	Y
1	Y
5	Y
2	Y
5	Y
1	Y
2	Y
4	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	N
5	y
5	Y
4	Y
2	Y
5	Y
5	Y
3	Y
5	Y
5	Y
5	Y
5	Y
3	Y
5	Y
2	Y
4	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
2	Y
3	Y
1	Y
5	Y
5	Y
5	Y
5	Y
1	Y
4	Y
3	Y
5	Y
5	Y
5	Y
3	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
2	Y
4	Y
4	Y
5	Y
1	Y
5	Y
5	Y
5	Y
5	Y
4	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
3	Y
5	Y
4	Y
5	Y
5	Y
5	Y
3	Y
4	Y
5	Y
5	Y
4	N
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
3	Y
5	Y
3	Y
5	N
1	Y
5	Y
5	N
5	Y
5	Y
5	Y
4	N
5	Y
1	Y
5	N
5	N
5	Y
5	Y
5	Y
5	Y
5	Y
2	Y
5	Y
5	Y
4	Y
5	Y
5	Y
1	Y
5	Y
1	Y
5	Y
5	Y
5	Y
3	Y
5	y
5	Y
5	Y
5	Y
5	Y
5	N
5	N
5	Y
3	Y
4	Y
5	Y
4	Y
5	Y
5	Y
5	Y
5	Y
5	N
2	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
4	Y
5	Y
4	N
5	N
5	Y
5	Y
5	Y
4	Y
4	Y
1	Y
5	Y
5	Y
5	Y
5	N
1	Y
5	Y
2	Y
5	Y
4	Y
5	Y
5	Y
5	Y
2	Y
5	Y
1	Y
5	Y
5	Y
5	Y
1	Y
5	Y
5	Y
5	Y
5	Y
5	N
5	Y
4	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
4	Y
4	Y
5	Y
3	Y
3	Y
5	Y
5	Y
5	N
5	Y
5	Y
2	Y
5	Y
5	Y
5	Y
5	N
5	Y
4	Y
4	Y
5	Y
5	Y
5	Y
2	N
5	Y
5	Y
3	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
2	Y
5	Y
5	Y
5	Y
4	Y
5	Y
5	Y
4	Y
5	Y
5	Y
5	Y
4	N
4	Y
5	Y
5	Y
5	N
1	Y
5	Y
5	Y
5	N
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
4	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
4	Y
5	Y
5	Y
3	Y
1	Y
5	Y
5	Y
3	Y
3	Y
5	Y
1	N
5	Y
5	Y
5	Y
5	Y
5	N
5	Y
5	Y
5	Y
5	Y
5	N
3	N
5	Y
5	Y
5	Y
5	Y
4	Y
4	Y
5	Y
4	Y
5	Y
4	Y
5	Y
4	Y
5	Y
5	Y
5	Y
4	N
5	Y
5	Y
3	Y
5	Y
5	Y
5	Y
4	Y
5	Y
4	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	N
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	y
5	Y
5	Y
5	Y
5	Y
5	Y
1	Y
5	Y
5	n
5	Y
5	Y
5	Y
5	Y
4	Y
2	Y
5	Y
1	Y
5	Y
4	Y
5	Y
5	Y
5	y
5	Y
5	Y
5	Y
5	Y
5	Y
1	Y
5	Y
5	y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
4	Y
5	Y
3	Y
5	Y
4	Y
5	Y
5	Y
5	N
5	Y
5	Y
4	Y
5	Y
5	Y
2	N
5	Y
5	Y
5	Y
5	Y
5	Y
4	Y
5	Y
5	Y
4	Y
5	Y
5	Y
5	Y
3	Y
5	Y
5	N
5	Y
5	Y
1	N
4	N
5	Y
5	Y
5	Y
5	Y
5	N
5	Y
5	N
3	Y
3	Y
5	Y
5	Y
5	N
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
3	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
4	Y
2	Y
4	Y
5	Y
4	Y
5	Y
5	Y
1	Y
5	Y
5	Y
5	Y
5	N
5	Y
5	N
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	N
4	Y
2	Y
4	Y
5	Y
5	Y
5	Y
5	Y
2	Y
5	Y
5	Y
2	Y
4	Y
5	Y
5	Y
5	Y
5	Y
5	Y
4	Y
5	Y
5	Y
2	Y
5	Y
5	Y
5	Y
4	Y
3	Y
5	Y
5	Y
5	Y
5	Y
4	Y
5	N
5	Y
5	Y
5	Y
4	Y
5	Y
5	N
4	Y
4	Y
5	y
1	N
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	N
4	Y
5	Y
5	Y
3	Y
1	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
4	Y
5	N
5	N
4	Y
5	Y
5	Y
4	Y
4	Y
2	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
4	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
4	Y
5	Y
5	Y
5	Y
5	Y
5	Y
1	Y
5	Y
5	Y
5	Y
5	Y
3	Y
5	Y
5	Y
5	N
5	Y
3	N
5	Y
5	Y
3	y
4	N
5	Y
3	Y
5	N
5	Y
4	Y
1	Y
5	Y
5	Y
4	N
4	Y
3	N
5	Y
4	Y
5	Y
5	Y
5	Y
3	Y
5	Y
5	Y
5	N
5	Y
2	N
5	Y
5	Y
4	Y
5	Y
3	Y
5	Y
5	Y
5	Y
5	Y
4	Y
5	Y
5	Y
5	Y
5	Y
4	Y
5	Y
4	Y
4	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
5	Y
4	Y
5	Y
5	Y
5	Y
5	Y
4	Y
4	Y
5	Y
5	Y
5	Y
3	Y
5	Y
5	Y
5	Y
5	Y
5	Y
